file,entity_type,en_field,ua_field,state,ua_status,ua_drafted_by,draft_revision,en_chars,ua_chars,mtime_days,defer,note
knowledge_base/hosted/content/biomarkers/bio_1p19q_codeletion.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,559,250,3,,
knowledge_base/hosted/content/biomarkers/bio_akt1.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,471,476,3,,
knowledge_base/hosted/content/biomarkers/bio_alk_fusion.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,86,86,3,,
knowledge_base/hosted/content/biomarkers/bio_alk_g1202r.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,521,566,3,,
knowledge_base/hosted/content/biomarkers/bio_alk_l1196m.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,508,530,3,,
knowledge_base/hosted/content/biomarkers/bio_alk_rearrangement.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,763,782,3,,
knowledge_base/hosted/content/biomarkers/bio_aml_tp53_adverse.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,905,955,3,,
knowledge_base/hosted/content/biomarkers/bio_apc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,896,340,3,,
knowledge_base/hosted/content/biomarkers/bio_ar_amplification.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,1277,1358,3,,
knowledge_base/hosted/content/biomarkers/bio_ar_v7.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,1027,1007,3,,
knowledge_base/hosted/content/biomarkers/bio_atm_chek2_cdk12_germline.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,434,395,3,,
knowledge_base/hosted/content/biomarkers/bio_atrx_mutation.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,536,299,3,,
knowledge_base/hosted/content/biomarkers/bio_bap1.yaml,biomarkers,notes,notes_ua,missing,,,,70,0,3,,
knowledge_base/hosted/content/biomarkers/bio_bap1_mutation.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,1737,1731,3,,
knowledge_base/hosted/content/biomarkers/bio_bcl2_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,988,994,3,,
knowledge_base/hosted/content/biomarkers/bio_bcl2_ihc_alias.yaml,biomarkers,notes,notes_ua,missing,,,,140,0,3,,
knowledge_base/hosted/content/biomarkers/bio_bcl2_rearrangement.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,274,277,3,,
knowledge_base/hosted/content/biomarkers/bio_bcl6_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,523,214,3,,
knowledge_base/hosted/content/biomarkers/bio_bcl6_rearrangement.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,506,514,3,,
knowledge_base/hosted/content/biomarkers/bio_bcma_expression.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,1435,1463,3,,
knowledge_base/hosted/content/biomarkers/bio_bcr_abl1.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,596,598,3,,
knowledge_base/hosted/content/biomarkers/bio_bcr_abl1_e255k.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,493,498,3,,
knowledge_base/hosted/content/biomarkers/bio_bcr_abl1_f317l.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,501,536,3,,
knowledge_base/hosted/content/biomarkers/bio_bcr_abl1_t315i.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,868,894,3,,
knowledge_base/hosted/content/biomarkers/bio_bcr_abl1_v299l.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,451,480,3,,
knowledge_base/hosted/content/biomarkers/bio_braf_class_ii_iii.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,940,959,3,,
knowledge_base/hosted/content/biomarkers/bio_braf_v600e.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,243,244,3,,
knowledge_base/hosted/content/biomarkers/bio_braf_v600k.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,403,414,3,,
knowledge_base/hosted/content/biomarkers/bio_brca_germline.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,208,226,3,,
knowledge_base/hosted/content/biomarkers/bio_brca_somatic.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,369,427,3,,
knowledge_base/hosted/content/biomarkers/bio_calr.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,610,609,3,,
knowledge_base/hosted/content/biomarkers/bio_ccnd1_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,617,621,3,,
knowledge_base/hosted/content/biomarkers/bio_cd10_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,352,188,3,,
knowledge_base/hosted/content/biomarkers/bio_cd20_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,308,324,3,,
knowledge_base/hosted/content/biomarkers/bio_cd22_expression.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,910,901,3,,
knowledge_base/hosted/content/biomarkers/bio_cd23_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,220,219,3,,
knowledge_base/hosted/content/biomarkers/bio_cd30_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,123,125,3,,
knowledge_base/hosted/content/biomarkers/bio_cd33_expression.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,1011,1014,3,,
knowledge_base/hosted/content/biomarkers/bio_cd38_expression.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,1430,1464,3,,
knowledge_base/hosted/content/biomarkers/bio_cd52_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,598,618,3,,
knowledge_base/hosted/content/biomarkers/bio_cd5_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,549,551,3,,
knowledge_base/hosted/content/biomarkers/bio_cd79b_ihc.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,455,467,3,,
knowledge_base/hosted/content/biomarkers/bio_cd79b_mutation.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,989,982,3,,
knowledge_base/hosted/content/biomarkers/bio_cdh1_germline.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,324,314,3,,
knowledge_base/hosted/content/biomarkers/bio_cdkn2a.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,575,580,3,,
knowledge_base/hosted/content/biomarkers/bio_cldn18_2.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,606,494,3,,
knowledge_base/hosted/content/biomarkers/bio_cll_high_risk_genetics.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,384,416,3,,
knowledge_base/hosted/content/biomarkers/bio_csf1r.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,802,320,3,,
knowledge_base/hosted/content/biomarkers/bio_ctdna_mrd.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,2285,2384,3,,
knowledge_base/hosted/content/biomarkers/bio_ctnnb1.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,1844,459,3,,
knowledge_base/hosted/content/biomarkers/bio_cxcr4_whim.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,594,613,3,,
knowledge_base/hosted/content/biomarkers/bio_ddr2.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,691,266,3,,
knowledge_base/hosted/content/biomarkers/bio_diagnostic_ihc_lineage_markers.yaml,biomarkers,notes,notes_ua,missing,,,,461,0,3,,
knowledge_base/hosted/content/biomarkers/bio_dlbcl_coo_hans.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,407,403,3,,
knowledge_base/hosted/content/biomarkers/bio_dlbcl_ipi.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,314,331,3,,
knowledge_base/hosted/content/biomarkers/bio_double_hit.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,232,243,3,,
knowledge_base/hosted/content/biomarkers/bio_ebv_dna.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,945,949,3,,
knowledge_base/hosted/content/biomarkers/bio_ebv_status.yaml,biomarkers,notes,notes_ua,drafted_pending,pending_clinical_signoff,claude_extraction,1,888,905,3,,
